,tanggal,sentiment,topic,text
6015,9/26/2021,netral,lain,tetapi beban
6016,9/26/2021,netral,syarat,min kalau menggunakan ka lokal malang blitar apa harus menunjukkan rapid test antigen
6017,9/26/2021,netral,jadwalrute,ini kapan muncul min aku mau pulang ditungguin dari minggu lalu tidak keluar keluar padahal tanggal 30 nya sudah ada sejak lama
6018,9/26/2021,netral,lain,jangan lupa wkwk
6019,9/26/2021,netral,jadwalrute,min kereta jurusan ke yogyakarta tanggal 1 oktober belum muncul di aplikasi ya soalnya saya lihat tanggal 30 september sudah ada sejak minggu lalu tapi tanggal 1 nya belum ada sampai sekarang
6020,9/26/2021,netral,syarat,antigen murah alhamdulilah cuma saya pengen nya min anak usia 8 dan 9 tahun bisa naik kereta min rail saya vaksin barakallah sudah lengkap dengarkan hati kami min sobat kai kita mah min
6021,9/26/2021,netral,jadwalrute,halo min untuk ka relasi lokal kaligung apakah dapat diinformasikan mulai kapan beroperasi terima kasih
6022,9/26/2021,netral,syarat,halo mimin sekarang probowangi masih pake antigen kah
6023,9/26/2021,netral,ticketing,saya mau membatalkan tiket saya kenapa tidak bisa
6024,9/26/2021,netral,lain,murah
6025,9/26/2021,netral,lain,min cek dm ya
6026,9/26/2021,netral,pelayanan,di kereta jarak jauh bisa bayar makan atau minum pake link gopay atau ovo tidak sih min
6027,9/26/2021,netral,aturan,bocah dibawah 12 tahun kapan bisa diajak naik min
6028,9/26/2021,netral,ticketing,saya mau membatalkan tiket gimana ya kak
6029,9/26/2021,netral,ticketing,izin bertanya admin format warna latar seharusnya warna biru tapi salah upload menjadi warna merah apakah bisa diganti apakah bermasalah atau dimaklumi terima kasih salam
6030,9/26/2021,netral,lain,permisi ikutan menyimak ya
6031,9/26/2021,netral,aturan,anak anak usia dibawah 12 tahun sudah boleh naik kereta belum
6032,9/26/2021,netral,syarat,jam operasional tes rapid antigen di stasiun malang kota baru dari jam berapa sampai jam berapa ya
6033,9/26/2021,netral,lain,ga jadi min ini udah pp malang jakarta 2 kali baru dibales
6034,9/26/2021,netral,lain,di stasiun pekalongan udah ada belum ya
6035,9/26/2021,netral,lain,malam min minta tolong intip dm min terima kasih
6036,9/26/2021,netral,lain,makasih min
6037,9/26/2021,netral,lain,halo kak mohon infonya ya kak
6038,9/26/2021,netral,jadwalrute,min kapan joglosemar mulai beroperasi lagi ya
6039,9/26/2021,netral,syarat,min kalau jadwal antigen di stasiun tawang semarang jam berapa ya terima kasih
6040,9/26/2021,netral,lain,stasiun cikampek
6041,9/26/2021,netral,syarat,malam min untuk layanan test antigen di stasiun gambir beroperasi dari dan sampai pukul berapa ya dan untuk hasilnya bisa keluar dalam berapa lama terima kasih
6042,9/26/2021,netral,lain,min aku juga min seperti itu
6043,9/27/2021,netral,lain,ikan koi makan tomat makan tomatnya di taksaka jangan lupa ucapin selamat selamat ulang tahun kereta api indonesia
6044,9/27/2021,netral,lain,kok saya ngelag sama jawabannya ya haha
6045,9/27/2021,positif,lain,sukses selalu dan selamat ulang tahun kai persero
6046,9/27/2021,netral,lain,harus diagendakan lagi nih kak buat naik kereta api hehe
6047,9/27/2021,positif,pelayanan,hbd melayani lebih cepat dan lebih baik makin cinta naik kereta api
6048,9/27/2021,netral,lain,tanggal 19 oktober kak
6049,9/27/2021,netral,lain,sudah bisa minterima kasih
6050,9/27/2021,netral,lain,min cek dm ya
6051,9/27/2021,netral,jadwalrute,min mau tanya malabar tanggal 1 oktober kok tidak ada ya
6052,9/27/2021,netral,lain,tetap setia melayani masyarakat indonesia hadir mengantarkan jutaan mimpi hingga sampai tujuan
6053,9/27/2021,netral,lain,kameramennya siapa bang
6054,9/27/2021,netral,pelayanan,tidak jadi wes lama banget respon nya
6055,9/27/2021,netral,aturan,sejak kapan makan dan ngomong dilarang saat naik kereta
6056,9/27/2021,netral,syarat,dapat surat keterangan print out juga kah min test antigen di stasiun min
6057,9/27/2021,netral,lain,lokomotif uap kotak sampai krl kotak perkereta apian indonesia tidak ada matinya min kadul kadul mengucaplikasian selamat ulang tahun semoga semakin jaya dan merata jaringan keretanya
6058,9/27/2021,netral,syarat,halo sekarang naik kereta antar kota syaratnya apa aja ya
6059,9/27/2021,netral,jadwalrute,apakah kereta joglosemarkerto sudah beroperasi
6060,9/27/2021,netral,lain,selamat ulang tahun dan have a blast yha wohoo
6061,9/27/2021,netral,ticketing,halo kak nomor hp di kai access gabisa diubah ya
6062,9/27/2021,netral,jadwalrute,kalo untuk ka malabar ekonomi ss atau ekonomi aja
6063,9/27/2021,netral,jadwalrute,purwokerto min saya cek di kai access untuk tanggal 3 oktober tidak ada kereta purwokerto haurgeulis itu betul min
6064,9/27/2021,netral,experience,piye rasanya naik kereta mak saya sudah 10 tahun tidak pernah naik kereta pengen nyoba naik tapi kemana bingung mau singgah kemana pula kalaupun naik ntuh kereta pucing pala berbi mak
6065,9/27/2021,netral,ticketing,halo admin kenapa tiket kereta semarang bandung hanya sampai 30 oktober ya yang tersedia saya cek mulai oktober kenapa tidak ada ya
6066,9/27/2021,netral,syarat,saya kereta jam 0850 pagi kalo rapid jam 0700 keburu tidak ya
6067,9/27/2021,netral,fasilitas,tidur berdiri juga jabanin aja udahlah kalau seat dipake tidur pnp sebelah
6068,9/27/2021,netral,experience,kereta sejuta umat favorit sih kalo balik kampung naik bengawan asal kuat aja pantat nya
6069,9/27/2021,netral,fasilitas,halo kai kalau tarif parkir stasiun kiaracondong selama 24 jam harian tuh berapa tarifnya
6070,9/27/2021,netral,lain,terima kasih ndan
6071,9/27/2021,netral,lain,semoga selalu dilancarkan
6072,9/27/2021,netral,jadwalrute,perjalanan untuk kereta malabar bulan oktober belum rilis kah
6073,9/27/2021,netral,lain,kalo di stasiun pasar senen min
6074,9/27/2021,netral,syarat,kak untuk rapid test di stasiun pasar senen jam operasionalnya kak
6075,9/27/2021,netral,jadwalrute,min argo parahyangan udah tidak berhenti lagi di stasiun bekasi
6076,9/27/2021,netral,lain,mancarli selalu pak
6077,9/27/2021,netral,lain,min mohon balas dm
6078,9/27/2021,positif,experience,kangen banget naik kereta kangen melihat pemandangan sawah dan sunrise dari balik jendela favorit rute nih gambirbalapan dan sebaliknya asik ada free wifi dan toiletnya sekarang sudah terpisah good job
6079,9/27/2021,netral,jadwalrute,kak bisa update jadwal ka progo di bulan oktober 2021 reservasi tiket ka itu bisa dipesan 30 hari sebelum keberangkatan atau sudah berubah kak update sebelumnya gatau soalnya
6080,9/27/2021,netral,lain,iya ketuker wkwk
6081,9/27/2021,netral,lain,291b bengawan
6082,9/27/2021,netral,jadwalrute,min untuk kereta kamandaka kaligung katawang jaya kapan mulai beroprasi lagi mohon infonya makasih
6083,9/27/2021,netral,lain,mohon di carikan teman
6084,9/27/2021,netral,jadwalrute,min untuk jadwal kereta bulan oktober apa belum tersedia
6085,9/27/2021,netral,syarat,apakah vaksin di stasiun masih tersedia untuk yang belum vaksin
6086,9/27/2021,netral,syarat,bisa tidak cukup antigen aja tanpa harus surat vaksin
6087,9/27/2021,netral,jadwalrute,min malam min untuk taksaka dari gambir ke yogyakarta apakah jadwal berubah semula jam 9 malam jadi 925 malam apakah jadwal argolawu juga brubah jadi 2045 dari gambir ke solo
6088,9/27/2021,netral,lain,amin
6089,9/27/2021,netral,lain,jigur pelantikan dari hongkong
6090,9/27/2021,netral,syarat,selamat malam kak jika naik kereta tujuan bekasi kiaracondong apa perlu tes antigen atau hanya menunjukan surat vaksin dosis pertama saja
6091,9/27/2021,netral,lain,semoga lancar pelantikan nya
6092,9/27/2021,netral,experience,otw jakarta akhirnya setelah sekian lama tidak naik kereta api malam ini kembali naik kereta api lagi sesuai dengan protap setiap penumpang diberi masker dan wet tissue untuk menunjang sanitasi dan protokol kesehatan ka 294 bengawan pwspasar senen
6093,9/27/2021,netral,lain,selamat ulang tahun ke76 makasih diskon 76 ribu dan 25 ribu nya ya sering sering ya
6094,9/27/2021,netral,syarat,baik terima kasih banyak railmin kalau boleh tau lagi untuk jadwal operasional antigen di stasiun surabaya gubeng bagaimana ya
6095,9/27/2021,netral,lain,cek dm min
6096,9/27/2021,netral,lain,telat min udah sampai rumah
6097,9/27/2021,netral,syarat,min gimana nih jadwal test antigen di stasiun lempuyangan yogyakarta sampai jam berapa
6098,9/27/2021,netral,lain,dorong
6099,9/27/2021,netral,ticketing,di stasiun lempuyangan apa jual kartu multi trip krl lempuyangan solo balapan kalau ada di loket dan kisaran berapa
6100,9/27/2021,netral,ticketing,jadwal krl lempuyangan solo pp paling pagi dan sore sekitar jam berapa
6101,9/27/2021,netral,jadwalrute,min malam min untuk taksaka dari gambir ke yogyakarta apakah jadwal berubah semula jam 9 malam jadi 925 malam apakah jadwal argolawu juga brubah jadi 2045 dari gambir ke solo
6102,9/27/2021,netral,lain,nanti pasti bakalan sering naik kereta ya mbak
6103,9/27/2021,netral,ticketing,kak min mau tanya kalo tiket dipesankan orang lain melalui kai access itu boleh tidak terus kita dikirimi ss barcode nya soalnya uda download gabisa masuk linkaja sama memori hp uda tak ada kosong makasih kak
6104,9/27/2021,netral,lain,makasih min
6105,9/27/2021,netral,lain,min cek dm ya terima kasih before
6106,9/27/2021,netral,pelayanan,kai kayanya butuh tambahan orang buat jadi admin twitter deh biar yang nanya nanya tidak harus nunggu sampai 3 hari dulu baru dijawab
6107,9/27/2021,netral,ticketing,halo min saya mau mengubah nomor hp sudah email tetapi belum ada balasan gimana ya
6108,9/27/2021,netral,lain,cek dm please
6109,9/27/2021,netral,fasilitas,free wifinya tidakbisa connect nih min
6110,9/27/2021,netral,jadwalrute,malam min untuk taksaka dari gambir ke yogyakarta apakah jadwal berubah semula jam 9 malam jadi 925 malam apakah jadwal argolawu juga berubah jadi 2045 dari gambir ke solo
6111,9/27/2021,netral,lain,bisa di respon ga
6112,9/27/2021,netral,jadwalrute,lokal cibatuan berhenti stasiun cimahi sekitar 5 menit relasi purwakarta cibatu pp ka 442 menggunakan cc203 95 03 dipo induk bandung sekitar jam 1447
6113,9/27/2021,netral,lain,hai min tolong cek dm makasih
6114,9/27/2021,netral,jadwalrute,apakah tagl 1 oktober kereta aglomerasi sudah bisa beroprasi
6115,9/27/2021,netral,lain,dirgahayu hut76kai adaptif solutif dan kolaboratif untuk indonesia keretaapikita
6116,9/27/2021,positif,pelayanan,asik ya bisa dapat pelayanan lebih cepat dan lebih baik
6117,9/27/2021,netral,lain,belum
6118,9/27/2021,netral,syarat,min masa berlaku antigen sekarang berapa hari
6119,9/27/2021,netral,jadwalrute,tanggal 20 oktober dari stasiun mana aja kalau dari jakarta
6120,9/27/2021,netral,lain,min tolong cek dm ku yah terima kasih min
6121,9/27/2021,netral,jadwalrute,halo min argo anggrek buat desember belum dibuka ya
6122,9/27/2021,netral,syarat,min boleh liat list tes pcr dan antigen
6123,9/27/2021,netral,jadwalrute,dear mau nanya untuk kereta harina tanggal 2 oktober 2021 tidak beroperasikah
6124,9/27/2021,netral,syarat,great job ulang tahun berikutnya keretanya pakai atap panoramic double deck dan kamar mandinya lebih luas sekaligus ada wardariobenya ya tambahin juga layanan kecantikan biar bisa spa facial atau body treatment
6125,9/27/2021,positif,experience,wah pastinya sangat berkesan ya kak sampai foto tiketnya aja masih disimpen
6126,9/27/2021,netral,lain,terima kasih pt kai ini bukan dijepang ini di indonesia tadi pagi karena keburu bur kacamata saya tertinggal di kereta jurusan surabaya jakarta alhamdulillah kacamata saya bisa kembali dan masih utuh
6127,9/27/2021,netral,jadwalrute,min kereta lokal jtidakla mojokerto sidoarjo apakah sudah beroperasi
6128,9/27/2021,netral,jadwalrute,jadwal kereta kertajaya dan dharmawangsa bulan oktober stasiun semarang jakarta apakah ada tanggal pemberangkatan 2 oktober terima kasih
6129,9/27/2021,netral,lain,min mohon cek dm terima kasih
6130,9/27/2021,netral,aturan,apa umur di bawah 3 tahun dah boleh naik kereta api jarak jauh min
6131,9/27/2021,netral,aturan,mau tanya dong kalau mau naik bengawan solo jakarta konfigurasi kursinya gimana ya misal seat abc de 5 kursi satu baris yang dipake berapa kursi kak
6132,9/27/2021,netral,jadwalrute,mau tanya apakah untuk bulan oktober kereta maharani tidak ada saya lihat di kai access tidak muncul untuk kereta maharani terima kasih
6133,9/27/2021,netral,lain,min cek dm ya terima kasih
6134,9/27/2021,netral,experience,uhuy gimana pasti kangen bangetkan pengen naik kereta nih abang tambahin video biar makin kangen hihi
6135,9/27/2021,netral,lain,semoga informasi ini dapat bermanfaat dan selamat mencoba ya boleh banget kalo mau mampir di tiktok aku nih kabarin kalo masuk fyp teman
6136,9/27/2021,netral,syarat,masih ada layanan vaksin tidak ya untuk stasiun area cirebon
6137,9/27/2021,netral,ticketing,waktu dikomplain untuk membatalkan salah 1 yang dibeli dengan enaknya dijawab bisa dibantu dibatalkan dengan prosedur harus ke stasiun dan kena potongan 25 persen kesalahan terjadi di aplikasi kai kok penumpang dikorbankan tolong pihak kai jangan korbankan pelanggan atas kesalahan nya
6138,9/27/2021,netral,syarat,min mau tanya dong untuk antigen di stasiun gambir tuh jam operasionalnya sampai jam berapa ya setiap harinya
6139,9/27/2021,positif,lain,sebagai ujung tombak dalam transportasi indonesia selalu menghadirkan sejumlah inovasi dan modernisasi pelayanan fasilitas kereta api dipilih sebagai transportasi andalan rakyat indonesia berkat efisiensinya dirgahayu ke76 cc
6140,9/27/2021,netral,jadwalrute,argo wilis argo bromo anggrek argo lawu argo dwipangga
6141,9/26/2021,netral,lain,ini masih ide ahok bukan ya
6142,9/26/2021,netral,syarat,hai hasil antigen test tanggal 26 september apakah benar bisa digunakan untuk naik ka tanggal 27 september
6143,9/26/2021,netral,syarat,layanan antigen di stasiun kertosono buka jam berapa ya min
6144,9/26/2021,netral,jadwalrute,min ini durasinya kok beda jauh ya yang jam 1052 sama yang 1310
6145,9/26/2021,netral,syarat,railmin saya pernah positif covid tapi di masa yang belum boleh di vaksin bagaimana syarat untuk naik kereta api bagi saya ya min
6146,9/26/2021,netral,jadwalrute,nah kalau di yogyakarta kita pake krl dan masih menunggu pembangunan jalur lrt fyi di jabodebek juga segera bakal ada lrt lho wiih
6147,9/26/2021,netral,lain,nah ini dia daftar ka unggulan yang mengalami peningkatan waktu tempuh kereta api lebih cepat
6148,9/26/2021,netral,experience,bulan november 2019 lalu adalah kali kedua saya naik kereta api yang pertama kali saat itu saya masih tk haha naik kereta api dari jakarta menuju purwokerto karena wonosobo tidak ada stasiun entah pembangunan rel dan uborampenya mau dinganu lagi kapan ya
6149,9/26/2021,positif,fasilitas,untuk fasilitas toilet juga sudah dipisah loh antara pria dan wanita juga jadi lebih nyaman deh perjalanan jarak jauhnya inilah penampakan toiletnya sekarang ya
6150,9/26/2021,netral,lain,ka unggulan ka argo bromo anggrek gambir surabaya pasar turi ka argo wilis bandung surabaya gubeng ka dwipangga gambir solo balapan ka argo lawu solo balapan gambir ka taksaka ykt gambir
6151,9/26/2021,netral,lain,wijaya kusuma jalan setiap weekend aja mas tio
6152,9/26/2021,netral,pelayanan,buat sobat yang sering lapar di perjalanan jangan lupa juga nih cobain di kereta makan karena sekarang juga ada layanan live cooking yang mana akan dimasakin langsung oleh chef handal lho
6153,9/26/2021,netral,aturan,tolong dong diperbaiki lagi sistem pemesanan tiketnya dimasa pademi gini kok kursi 3 ditempatin semua jadi penumpang tidak ada jarak apakah ini bisa dibilang mengikuti prokes dari pemerintah ini kejadian dikereta lokal krd kertosono surabaya kota
6154,9/26/2021,netral,syarat,kabar baik selanjutnya nih mulai tanggal 24 september 2021 tes rapid antigen di stasiun hanya 45 ribu yang sebelumnya 85 ribu
6155,9/26/2021,netral,syarat,ini penting pastikan sebelum bepergian jarak jauh siaplikasian 1 surat bukti vaksin min tahap 1 2 hasil negatif tes antigen 3 kode booking tiket tiket yang sudah dicetak
6156,9/26/2021,positif,fasilitas,ini sudah ada yang bikin youtubenya keren banget sekarang stasiun tebet tidak nyangka dulu waktu ngantor ke kokas masih biasa stasiunnya sekarang top banget
6157,9/26/2021,netral,fasilitas,juga dilengkapi colokan stop kontak juga nih yang sudah disesuaikan di setiap tempat duduknya jadi tidak perlu rebutan ya kalo mau ngecharger goodbye batre lowbat
6158,9/26/2021,netral,fasilitas,oh ya dan sekarang sudah ada layanan wifi on board loh di tiap gerbong keretanya akses wifi gratis nih buat penumpang yang kadang cemas jaringan internet sering lelet
6159,9/26/2021,netral,experience,aku naik ka argo lawu dengan rute solo jakarta yang menempuh jarak dengan waktu 7 jam aja yang sebelumnya 8 jam jadi 1 jam lebih cepat bahkan nih kemaren pas nyampai di stasiun gambir 8 menit lebih cepat
6160,9/26/2021,netral,lain,kebetulan kemaren aku berkesempatan untuk datang dan menyaksikan langsung loh salah satu peresmiannya di stasiun solo balapan launching percepetan waktu tempuh dan peningkatan layanan kereta api di 5 ka unggulan
6161,9/26/2021,netral,syarat,syarat minimal vaksin dosis 1
6162,9/26/2021,netral,syarat,semoga dalam beberapa waktu ke depan tidak perlu pakai rapid test cukup dengan bukti sudah vaksin kita bisa jalan jalan menggunakan karena agak ribet harus bolak balik stasiun hanya untuk rapid karena harga lebih murah
6163,9/26/2021,positif,pelayanan,nah ini dia kabar bahagianya dengan misi faster better service excellent bagi pelanggan setia yuk intip info selengkapnya berikut ini
6164,9/26/2021,netral,jadwalrute,min boleh bagi info cirebon bogor pake kereta apa ya terima kasih
6165,9/26/2021,netral,experience,naik kereta dari stasiun manggarai berasa di di luar negeri masa sih naikeretaapi
6166,9/26/2021,netral,syarat,alhamdulillah sekian purnama akhirnya ada lagi permisi ini syaratnya apa ya mohon percerahan khusus malang surabaya ini penting banget loh buat pekerjaa terutama aku
6167,9/26/2021,netral,experience,sudah lama tidak ke stasiun tebet kangen
6168,9/26/2021,netral,lain,integrasi adalah hasil analisis untuk menciptakan fasilitas praktis dan ekonomis semoga tak terdengar lagi ada bendungan tak ada irigasi ada bandara tak ada akses
6169,9/26/2021,positif,fasilitas,stasiun manggarai semakin kece dan elegan ini kata menteri perhubungan budi karya sumadi kementerian perhubungan
6170,9/26/2021,netral,lain,suasana desa berembun
6171,9/26/2021,netral,syarat,syarat perjalanan ka jarak jauh untuk anak anak dibawah 5 tahun apa aja
6172,9/26/2021,netral,jadwalrute,halo admin saya mau ke purwokerto tadi cek kai access untuk ka baturaden express belum tersedia kapan ya kira tersedianya terima kasih
6173,9/26/2021,netral,lain,tepat waktu
6174,9/26/2021,netral,syarat,halo kak perjalanan dari pekalongan ke kota semarang pakai surat hasil swab surat vaksin apa cuma surat vaksin mohon dijawab
6175,9/26/2021,netral,lain,serius
6176,9/26/2021,netral,syarat,mempermudah perjalanan jadi tidak ribet harga terjangkau cuma sayang kartu vaksin pedulilindungi tidak terdeteksi jadi mesti menunjukan via aplikasi
6177,9/28/2021,netral,lain,dirgahayu pt kai yang ke76 semoga dapat memberikan pelayanan yang lebih baik kepada masyarakat dan menjadi andalan masyarakat aamiin
6178,9/28/2021,netral,syarat,swab antigen di stasiun bekasi bisa tidak ya min
6179,9/28/2021,netral,syarat,min untuk perjalanan tanggal 1 oktober 2021 rute yogyakarta jakarta penumpang kurang dari 12 tahun dan belum vaksin apa bisa nuwun ya min
6180,9/28/2021,netral,jadwalrute,menunggu kamandaka sama kaligung sudah capek saya ngebus 3 jam kalau ada kereta hanya 30 menit
6181,9/28/2021,netral,jadwalrute,min kapan jadwal oktober rilis
6182,9/28/2021,netral,lain,halo admin minta tolong cek dm
6183,9/28/2021,netral,aturan,min prosedur terbaru naik kereta jarak jauh apa aja ya
6184,9/28/2021,netral,syarat,halo min apakah penumpang kereta api jayabaya jurusan malang kota baru gubeng wajib test antigen
6185,9/28/2021,netral,lain,selamat ulang tahun pt kereta api indonesia semoga selalu menjadi alat transportasi andalan masyarakat
6186,9/28/2021,netral,lain,credit untuk fotografer
6187,9/28/2021,netral,lain,wah selama ulang tahun transpostasi andalan wkwk ulang tahun bagi bagi cake aja nih tidak bagi bagi diskon wkwk
6188,9/28/2021,positif,experience,tetap cinta kereta api mau nyaman seperti sekarang atau desek desekan jaman dulu karena rumahku waktu kecil deket stasiun ka
6189,9/28/2021,netral,syarat,syarat untuk anak balita
6190,9/28/2021,netral,jadwalrute,halo min kereta api kaligung jadi beroperasi per tanggal 1 oktober tidak ya di aplikasi kai access kok belum muncul jadwal untuk tanggal 1 oktober
6191,9/28/2021,netral,jadwalrute,permisi min apakah jadwal ka bulan oktober sudah keluar
6192,9/28/2021,netral,lain,selamat sore admin minta tolong untuk cek dm ya terima kasih
6193,9/28/2021,netral,jadwalrute,hai min mau tanya untuk kereta maharani dari stasiun kradenan ke stasiun poncol untuk tanggal 01 oktober kenapa jadwal tidak ditemukan ya
6194,9/28/2021,positif,lain,semarang yuk
6195,9/28/2021,positif,lain,selamat ulang tahun untuk semoga semakin jaya terima kasih telah menemani perjalanan selama puluhan tahun
6196,9/28/2021,positif,lain,semoga kai terus berinovasi dan memberikan kualitas pelayanan terbaik untuk masyarakat indonesia
6197,9/28/2021,netral,lain,selamat hari kereta api nasional 28 september 2021 76 tahun melayani lebih cepat dan lebih baik
6198,9/28/2021,netral,syarat,min untuk layanan swab antigen di stasiun probolinggo dari jam berapa sampai jam berapa terus posisinya dimana
6199,9/28/2021,netral,lain,yang punya gambar ka sejak awal sampai kini keren kalo drop disini
6200,9/28/2021,netral,lain,sudah saya dm kak
6201,9/28/2021,netral,lain,railmin aku sering naik kereta tapi tidak dapat sedih hiks
6202,9/28/2021,netral,lain,mohon cek dm saya kembali min
6203,9/28/2021,positif,lain,selamat ulang tahun pt semoga terus membuka jalur kereta seperti halnya membuka kesempatan traveling tanpa pusing
6204,9/28/2021,netral,lain,sudah lur wkkw
6205,9/28/2021,positif,lain,puluhan purnama rasanya ambyar tak bisa pergi karena pandemi harus segera lunas dibayar rindu hati berjumpa kai selamat ulang tahun kai kalian kangen banget ga sih sama kai
6206,9/28/2021,netral,lain,punten min tolong dijawab
6207,9/28/2021,netral,lain,selamat ulang tahun kai jaya selalu
6208,9/28/2021,netral,syarat,andai naik kereta tidak di ribetin surat surat kecovidan yang konyol naik tinggal naik kayak dulu
6209,9/28/2021,netral,syarat,tes antigen di stasiun yogyakarta biasanya dibuka mulai jam berapa kah
6210,9/28/2021,positif,lain,selamat ulang tahun kereta api indonesia
6211,9/28/2021,positif,lain,selamat ulang tahun ke76 kai terima kasih selalu menjadi teman perjalanan yang nyaman semoga semua yang terlibat didalamnya selalu diberi kesehatan dan kelancaran rejeki aamiin btw kangen naik kereta ke purwokerto
6212,9/28/2021,netral,ticketing,kan bisa cek langsung di aplikasi kai access kak masuk ke ka lokal tiket ka bandara yia bisa dibeli pada saat hari h
6213,9/28/2021,positif,lain,dirgahayu tetap terus berbenah dan semakin maju walaupun tak punya saingan
6214,9/28/2021,netral,lain,min mohon balas dm dong min tanya jadwal kereta
6215,9/28/2021,netral,syarat,hello kai untuk perjalanan antar kota dalam provinsi misal semarang pekalongan apakah membutuhkan swab antigen jika sudah vaksin dosis 2 terima kasih
6216,9/28/2021,positif,lain,selamat ulang tahun kai jadi tidak sabar mau naik kereta lagi
6217,9/28/2021,netral,lain,kasih dia diskon pp min eh di private tidak keliatan ya
6218,9/28/2021,netral,lain,min please check inbox ya mau tanya soal pelayanan ke denpasar
6219,9/28/2021,positif,lain,dewan komisaris direksi dan seluruh karyawan iconomics mengucapkan selamat ulang tahun ke76 pt kereta api indonesia persero semoga sukses selalu
6220,9/28/2021,positif,lain,great job
6221,9/28/2021,netral,lain,bl gitu ml
6222,9/28/2021,netral,jadwalrute,ka wijayakusuma dari yogyakarta surabaya gubeng untuk perjalanan tanggal 29 september tidak beroperasi kah
6223,9/28/2021,netral,ticketing,mohon info jika tanggal 29 september 2021 dari bandung ke banjar dengan pasar senenn tiket go show dengan ka malabar apakah bisa d stasiun bandung setelah beli tiket via kai access atau sebelum beli tiket bisa
6224,9/28/2021,netral,lain,museum kereta api ambarawa buka tidak ngab
6225,9/28/2021,netral,syarat,halo ka admin yang baik apa dalam waktu dekat ini tes pcr antigen akan di hilangkan dari syarat naik kereta pengen jalan jalan banget ini huhu
6226,9/28/2021,netral,jadwalrute,8 oktober malabar bandung malang
6227,9/28/2021,netral,aturan,min apakah anak anak dibawah 12 tahun bisa naik kereta terima kasih
6228,9/28/2021,netral,experience,makjleb banget andai tau rasanya naik kereta ekonomi kursi tegak
6229,9/28/2021,netral,aturan,tolong infonya kapan anak usia di bawah 12 tahun bisa naik ka lagi
6230,9/28/2021,positif,lain,selamat hari kereta api nasional 2021 melayani lebih cepat dan lebih baik
6231,9/28/2021,netral,lain,siap
6232,9/28/2021,netral,ticketing,halo kai mau nanya kalau mesan tiket lokal jika id nomor ktp nya tidak sesuai dengan ktp tapi namanya sesuai apakah bisa karena ketika memasukkan no error terus
6233,9/28/2021,positif,lain,selamat ulang tahun ke 76 pt kai semoga makin jaya selalu
6234,9/28/2021,netral,lain,selamat ulang tahun pt kai semoga bisa memberi layanan yang lebih maksimal bismillah tiket luxury argo bromo anggrek hehehe
6235,9/28/2021,netral,lain,gacoan langsung pake pertama ya mas
6236,9/28/2021,netral,syarat,min kalo mau rapid di stasiun berapa jam sebelum berangkat ya
6237,9/28/2021,positif,lain,mau naik kereta hari ini juga so cute happy birthday
6238,9/28/2021,positif,lain,selamat ulang tahun ke76 terima kasih sudah menemani dan mewarnai perjalalanan hidup saya dan keluarga yang selalu menggunakan layanan dari pt kai apalagi sikecil yang sekarang 7 tahun sangat suka naik kereta soalnya dari masih dalam kandungan sudah sering naik kereta
6239,9/28/2021,netral,syarat,kai group menghadirkan layanan vaksinasi covid19 gratis bagi pelanggan maupun masyarakat di 32 stasiun kegiatan vaksinasi covid19 gratis ini dimulai sejak 3 juli 2021 hubungi ya untuk lebih jelasnya vaksinasipelanggankai
6240,9/28/2021,netral,jadwalrute,min info jadwal kereta joglosemarkerto kamandaka apa oktober sudah ada
6241,9/28/2021,positif,lain,selamat hari kereta api indonesia semoga kereta api indonesia semakin maju dan terus memberikan manfaat yang besar bagi masyarakat indonesia terima kasih atas jasajasa kalian semua semangat selalu harikai eby ebynews
6242,9/28/2021,netral,lain,terdengar suara keroncong sungai serayu
6243,9/28/2021,netral,lain,woi kenapaa tidak langsung di tabok aja padahal uda notice kan
6244,9/28/2021,netral,syarat,min mau tanya untuk hasil rapid antigen yang bukan dari ptkai apa tetap bisa dijadikan persyaratan untuk naik kereta
6245,9/28/2021,netral,syarat,coba kursinya dibikin nyaman seperti bus bus pasti mantap
6246,9/28/2021,netral,lain,belum ada tindakan perbaikan juga hari ini mau sampai kapan dibiarkan
6247,9/28/2021,netral,lain,selamat ulang tahun ke76 pt kereta api indonesia persero semoga terus sukses menjadi solusi ekosistem transportasi terbaik untuk indonesia digitalbisa untukindonesialebihbaik
6248,9/28/2021,netral,lain,cek dm min
6249,9/28/2021,netral,lain,selamat ulang tahun
6250,9/28/2021,netral,lain,min boleh balas dm beberapa hari lalu terima kasih
6251,9/28/2021,netral,lain,cc
6252,9/28/2021,netral,fasilitas,pas ulang tahun tidak pengen meresmikan stasiun garut min sayang lho udah lama jadi belum dioperasikan
6253,9/28/2021,positif,lain,pergi ke jakarta di akhir pekan perginya naik ka argo parahyangan terima kasih kami ucapkan kereta api selalu menjadi andalan  hayo ikutan juga
6254,9/28/2021,positif,lain,selamat ulang tahun ke76 semoga makin jaya menghubungkan kotakota di nusantara serta berperan dalam meningkatkan pariwisata nasional
6255,9/28/2021,netral,lain,cek dm ya min
6256,9/28/2021,netral,lain,selamat ulang tahun
6257,9/28/2021,netral,lain,di amerika tidak ada tuh kereta cepat ala sinkazen selamat ulang tahun
6258,9/28/2021,netral,ticketing,min tiket kereta untuk go show apakah tersedia
