,Unnamed: 0,tanggal,sentiment,topic,text
6030,6030,9/26/2021,netral,lain,permisi ikutan menyimak ya
6031,6031,9/26/2021,netral,aturan,anak anak usia dibawah sudah boleh naik kereta belum
6032,6032,9/26/2021,netral,syarat,jam operasional tes rapid antigen di stasiun malang kota baru dari jam berapa sampai jam berapa ya
6033,6033,9/26/2021,netral,lain,ga jadi min ini udah pp malang jakarta kali baru dibales
6034,6034,9/26/2021,netral,lain,di stasiun pekalongan udah ada belum ya
6035,6035,9/26/2021,netral,lain,malam min minta tolong intip dm min terima kasih
6036,6036,9/26/2021,netral,lain,makasih min
6037,6037,9/26/2021,netral,lain,halo kak mohon infonya ya kak
6038,6038,9/26/2021,netral,jadwalrute,min kapan joglosemar mulai beroperasi lagi ya
6039,6039,9/26/2021,netral,syarat,min kalau jadwal antigen di stasiun tawang semarang jam berapa ya terima kasih
6040,6040,9/26/2021,netral,lain,stasiun cikampek
6041,6041,9/26/2021,netral,syarat,malam min untuk layanan test antigen di stasiun gambir beroperasi dari dan sampai berapa ya dan untuk hasilnya bisa keluar dalam berapa lama terima kasih
6042,6042,9/26/2021,netral,lain,min aku juga min seperti itu
6043,6043,9/27/2021,netral,lain,ikan koi makan tomat makan tomatnya di taksaka jangan lupa ucapin selamat selamat ulang kereta api indonesia
6044,6044,9/27/2021,netral,lain,saya ngelag sama jawabannya ya haha
6045,6045,9/27/2021,positif,lain,sukses selalu dan selamat ulang kai persero
6046,6046,9/27/2021,netral,lain,harus diagendakan lagi nih kak buat naik kereta api hehe
6047,6047,9/27/2021,positif,pelayanan,hbd melayani lebih cepat dan lebih baik makin cinta naik kereta api
6048,6048,9/27/2021,netral,lain,tanggal oktober kak
6049,6049,9/27/2021,netral,lain,sudah bisa minterima kasih
6050,6050,9/27/2021,netral,lain,min cek dm ya
6051,6051,9/27/2021,netral,jadwalrute,min mau tanya malabar tanggal oktober tidak ada ya
6052,6052,9/27/2021,netral,lain,tetap setia melayani masyarakat indonesia hadir mengantarkan jutaan mimpi sampai tujuan
6053,6053,9/27/2021,netral,lain,kameramennya siapa bang
6054,6054,9/27/2021,netral,pelayanan,tidak jadi wes lama banget respon nya
6055,6055,9/27/2021,netral,aturan,kapan makan dan ngomong dilarang saat naik kereta
6056,6056,9/27/2021,netral,syarat,dapat surat keterangan print out juga kah min test antigen di stasiun min
6057,6057,9/27/2021,netral,lain,lokomotif uap kotak sampai krl kotak perkereta apian indonesia tidak ada matinya min kadul kadul mengucaplikasian selamat ulang semoga semakin jaya dan merata jaringan keretanya
6058,6058,9/27/2021,netral,syarat,halo sekarang naik kereta kota syaratnya apa aja ya
6059,6059,9/27/2021,netral,jadwalrute,kereta joglosemarkerto sudah beroperasi
6060,6060,9/27/2021,netral,lain,selamat ulang dan have blast yha wohoo
6061,6061,9/27/2021,netral,ticketing,halo kak nomor hp di kai access gabisa diubah ya
6062,6062,9/27/2021,netral,jadwalrute,kalo untuk ka malabar ekonomi ss atau ekonomi aja
6063,6063,9/27/2021,netral,jadwalrute,purwokerto min saya cek di kai access untuk tanggal oktober tidak ada kereta purwokerto haurgeulis itu betul min
6064,6064,9/27/2021,netral,experience,piye naik kereta mak saya sudah tidak pernah naik kereta pengen nyoba naik tapi kemana bingung mau singgah kemana naik ntuh kereta pucing pala berbi mak
6065,6065,9/27/2021,netral,ticketing,halo admin kenapa tiket kereta semarang bandung hanya sampai oktober ya tersedia saya cek mulai oktober kenapa tidak ada ya
6066,6066,9/27/2021,netral,syarat,saya kereta jam pagi kalo rapid jam keburu tidak ya
6067,6067,9/27/2021,netral,fasilitas,tidur berdiri juga jabanin aja udahlah kalau seat dipake tidur pnp sebelah
6068,6068,9/27/2021,netral,experience,kereta sejuta umat favorit sih kalo kampung naik bengawan kuat aja pantat nya
6069,6069,9/27/2021,netral,fasilitas,halo kai kalau tarif parkir stasiun kiaracondong selama jam harian tuh berapa tarifnya
6070,6070,9/27/2021,netral,lain,terima kasih ndan
6071,6071,9/27/2021,netral,lain,semoga selalu dilancarkan
6072,6072,9/27/2021,netral,jadwalrute,perjalanan untuk kereta malabar oktober belum rilis kah
6073,6073,9/27/2021,netral,lain,kalo di stasiun pasar senen min
6074,6074,9/27/2021,netral,syarat,kak untuk rapid test di stasiun pasar senen jam operasionalnya kak
6075,6075,9/27/2021,netral,jadwalrute,min argo parahyangan udah tidak berhenti lagi di stasiun bekasi
6076,6076,9/27/2021,netral,lain,mancarli selalu
6077,6077,9/27/2021,netral,lain,min mohon balas dm
6078,6078,9/27/2021,positif,experience,kangen banget naik kereta kangen melihat pemandangan sawah dan sunrise dari jendela favorit rute nih gambirbalapan dan asik ada free wifi dan toiletnya sekarang sudah terpisah good job
6079,6079,9/27/2021,netral,jadwalrute,kak bisa update jadwal ka progo di oktober reservasi tiket ka itu bisa dipesan sebelum keberangkatan atau sudah berubah kak update sebelumnya gatau soalnya
6080,6080,9/27/2021,netral,lain,iya ketuker wkwk
6081,6081,9/27/2021,netral,lain, bengawan
6082,6082,9/27/2021,netral,jadwalrute,min untuk kereta kamandaka kaligung katawang jaya kapan mulai beroprasi lagi mohon infonya makasih
6083,6083,9/27/2021,netral,lain,mohon di carikan teman
6084,6084,9/27/2021,netral,jadwalrute,min untuk jadwal kereta oktober apa belum tersedia
6085,6085,9/27/2021,netral,syarat,vaksin di stasiun masih tersedia untuk belum vaksin
6086,6086,9/27/2021,netral,syarat,bisa tidak cukup antigen aja tanpa harus surat vaksin
6087,6087,9/27/2021,netral,jadwalrute,min malam min untuk taksaka dari gambir yogyakarta jadwal berubah jam malam jadi malam jadwal argolawu juga brubah jadi dari gambir solo
6088,6088,9/27/2021,netral,lain,amin
6089,6089,9/27/2021,netral,lain,jigur pelantikan dari hongkong
6090,6090,9/27/2021,netral,syarat,selamat malam kak naik kereta tujuan bekasi kiaracondong apa tes antigen atau hanya menunjukan surat vaksin dosis pertama saja
6091,6091,9/27/2021,netral,lain,semoga lancar pelantikan nya
6092,6092,9/27/2021,netral,experience,otw jakarta akhirnya setelah sekian lama tidak naik kereta api malam ini kembali naik kereta api lagi sesuai dengan protap setiap penumpang diberi masker dan wet tissue untuk menunjang sanitasi dan protokol kesehatan ka bengawan pwspasar senen
6093,6093,9/27/2021,netral,lain,selamat ulang ke makasih diskon ribu dan ribu nya ya sering sering ya
6094,6094,9/27/2021,netral,syarat,baik terima kasih banyak railmin kalau boleh tau lagi untuk jadwal operasional antigen di stasiun surabaya gubeng bagaimana ya
6095,6095,9/27/2021,netral,lain,cek dm min
6096,6096,9/27/2021,netral,lain,telat min udah sampai rumah
6097,6097,9/27/2021,netral,syarat,min gimana nih jadwal test antigen di stasiun lempuyangan yogyakarta sampai jam berapa
6098,6098,9/27/2021,netral,lain,dorong
6099,6099,9/27/2021,netral,ticketing,di stasiun lempuyangan apa jual kartu multi trip krl lempuyangan solo balapan kalau ada di loket dan kisaran berapa
6100,6100,9/27/2021,netral,ticketing,jadwal krl lempuyangan solo pp pagi dan sore sekitar jam berapa
6101,6101,9/27/2021,netral,jadwalrute,min malam min untuk taksaka dari gambir yogyakarta jadwal berubah jam malam jadi malam jadwal argolawu juga brubah jadi dari gambir solo
6102,6102,9/27/2021,netral,lain,nanti pasti sering naik kereta ya mbak
6103,6103,9/27/2021,netral,ticketing,kak min mau tanya kalo tiket dipesankan orang lain kai access itu boleh tidak terus dikirimi ss barcode nya soalnya uda download gabisa masuk linkaja sama memori hp uda tak ada kosong makasih kak
6104,6104,9/27/2021,netral,lain,makasih min
6105,6105,9/27/2021,netral,lain,min cek dm ya terima kasih before
6106,6106,9/27/2021,netral,pelayanan,kai kayanya butuh tambahan orang buat jadi admin twitter deh biar nanya nanya tidak harus nunggu sampai dulu baru
6107,6107,9/27/2021,netral,ticketing,halo min saya mau mengubah nomor hp sudah email tetapi belum ada balasan gimana ya
6108,6108,9/27/2021,netral,lain,cek dm please
6109,6109,9/27/2021,netral,fasilitas,free wifinya tidakbisa connect nih min
6110,6110,9/27/2021,netral,jadwalrute,malam min untuk taksaka dari gambir yogyakarta jadwal berubah jam malam jadi malam jadwal argolawu juga berubah jadi dari gambir solo
6111,6111,9/27/2021,netral,lain,bisa di respon ga
6112,6112,9/27/2021,netral,jadwalrute,lokal cibatuan berhenti stasiun cimahi sekitar menit relasi purwakarta cibatu pp ka menggunakan cc dipo induk bandung sekitar jam 
6113,6113,9/27/2021,netral,lain,hai min tolong cek dm makasih
6114,6114,9/27/2021,netral,jadwalrute,tagl oktober kereta aglomerasi sudah bisa beroprasi
6115,6115,9/27/2021,netral,lain,dirgahayu hutkai adaptif solutif dan kolaboratif untuk indonesia keretaapikita
6116,6116,9/27/2021,positif,pelayanan,asik ya bisa dapat pelayanan lebih cepat dan lebih baik
6117,6117,9/27/2021,netral,lain,belum
6118,6118,9/27/2021,netral,syarat,min masa berlaku antigen sekarang berapa
6119,6119,9/27/2021,netral,jadwalrute,tanggal oktober dari stasiun mana aja kalau dari jakarta
6120,6120,9/27/2021,netral,lain,min tolong cek dm ku yah terima kasih min
6121,6121,9/27/2021,netral,jadwalrute,halo min argo anggrek buat desember belum dibuka ya
6122,6122,9/27/2021,netral,syarat,min boleh liat list tes pcr dan antigen
6123,6123,9/27/2021,netral,jadwalrute,dear mau nanya untuk kereta harina tanggal oktober tidak beroperasikah
6124,6124,9/27/2021,netral,syarat,great job ulang keretanya pakai atap panoramic double deck dan kamar mandinya lebih luas ada wardariobenya ya tambahin juga layanan kecantikan biar bisa spa facial atau body treatment
6125,6125,9/27/2021,positif,experience,pastinya sangat berkesan ya kak sampai foto tiketnya aja masih disimpen
6126,6126,9/27/2021,netral,lain,terima kasih pt kai ini bukan dijepang ini di indonesia tadi pagi keburu bur kacamata saya tertinggal di kereta jurusan surabaya jakarta alhamdulillah kacamata saya bisa kembali dan masih utuh
6127,6127,9/27/2021,netral,jadwalrute,min kereta lokal jtidakla mojokerto sidoarjo sudah beroperasi
6128,6128,9/27/2021,netral,jadwalrute,jadwal kereta kertajaya dan dharmawangsa oktober stasiun semarang jakarta ada tanggal pemberangkatan oktober terima kasih
6129,6129,9/27/2021,netral,lain,min mohon cek dm terima kasih
6130,6130,9/27/2021,netral,aturan,apa umur di bawah dah boleh naik kereta api jarak jauh min
6131,6131,9/27/2021,netral,aturan,mau tanya kalau mau naik bengawan solo jakarta konfigurasi kursinya gimana ya seat abc de kursi satu baris dipake berapa kursi kak
6132,6132,9/27/2021,netral,jadwalrute,mau tanya untuk oktober kereta maharani tidak ada saya lihat di kai access tidak muncul untuk kereta maharani terima kasih
6133,6133,9/27/2021,netral,lain,min cek dm ya terima kasih
6134,6134,9/27/2021,netral,experience,uhuy gimana pasti kangen bangetkan pengen naik kereta nih abang tambahin video biar makin kangen hihi
6135,6135,9/27/2021,netral,lain,semoga informasi ini dapat bermanfaat dan selamat mencoba ya boleh banget kalo mau mampir di tiktok aku nih kabarin kalo masuk fyp teman
6136,6136,9/27/2021,netral,syarat,masih ada layanan vaksin tidak ya untuk stasiun area cirebon
6137,6137,9/27/2021,netral,ticketing,waktu dikomplain untuk membatalkan salah dibeli dengan enaknya bisa dibantu dibatalkan dengan prosedur harus stasiun dan kena potongan persen kesalahan terjadi di aplikasi kai penumpang dikorbankan tolong kai jangan korbankan pelanggan atas kesalahan nya
6138,6138,9/27/2021,netral,syarat,min mau tanya untuk antigen di stasiun gambir tuh jam operasionalnya sampai jam berapa ya setiap harinya
6139,6139,9/27/2021,positif,lain,sebagai ujung tombak dalam transportasi indonesia selalu menghadirkan inovasi dan modernisasi pelayanan fasilitas kereta api dipilih sebagai transportasi andalan rakyat indonesia berkat efisiensinya dirgahayu ke cc
6140,6140,9/27/2021,netral,jadwalrute,argo wilis argo bromo anggrek argo lawu argo dwipangga
6141,6141,9/26/2021,netral,lain,ini masih ide ahok bukan ya
6142,6142,9/26/2021,netral,syarat,hai hasil antigen test tanggal september benar bisa untuk naik ka tanggal september
6143,6143,9/26/2021,netral,syarat,layanan antigen di stasiun kertosono buka jam berapa ya min
6144,6144,9/26/2021,netral,jadwalrute,min ini durasinya beda jauh ya jam sama 
6145,6145,9/26/2021,netral,syarat,railmin saya pernah positif covid tapi di masa belum boleh di vaksin bagaimana syarat untuk naik kereta api bagi saya ya min
6146,6146,9/26/2021,netral,jadwalrute,kalau di yogyakarta pake krl dan masih menunggu pembangunan jalur lrt fyi di jabodebek juga segera ada lrt lho wiih
6147,6147,9/26/2021,netral,lain,ini daftar ka unggulan mengalami peningkatan waktu tempuh kereta api lebih cepat
6148,6148,9/26/2021,netral,experience,november kali kedua saya naik kereta api pertama kali saat itu saya masih tk haha naik kereta api dari jakarta purwokerto wonosobo tidak ada stasiun pembangunan rel dan uborampenya mau dinganu lagi kapan ya
6149,6149,9/26/2021,positif,fasilitas,untuk fasilitas toilet juga sudah dipisah loh antara pria dan wanita juga jadi lebih nyaman deh perjalanan jarak jauhnya penampakan toiletnya sekarang ya
6150,6150,9/26/2021,netral,lain,ka unggulan ka argo bromo anggrek gambir surabaya pasar turi ka argo wilis bandung surabaya gubeng ka dwipangga gambir solo balapan ka argo lawu solo balapan gambir ka taksaka ykt gambir
6151,6151,9/26/2021,netral,lain,wijaya kusuma jalan setiap weekend aja mas tio
6152,6152,9/26/2021,netral,pelayanan,buat sobat sering lapar di perjalanan jangan lupa juga nih cobain di kereta makan sekarang juga ada layanan live cooking mana akan dimasakin langsung oleh chef handal lho
6153,6153,9/26/2021,netral,aturan,tolong diperbaiki lagi sistem pemesanan tiketnya dimasa pademi gini kursi ditempatin semua jadi penumpang tidak ada jarak ini bisa dibilang mengikuti prokes dari pemerintah ini kejadian dikereta lokal krd kertosono surabaya kota
6154,6154,9/26/2021,netral,syarat,kabar baik nih mulai tanggal september tes rapid antigen di stasiun hanya ribu sebelumnya ribu
6155,6155,9/26/2021,netral,syarat,ini penting pastikan sebelum bepergian jarak jauh siaplikasian surat bukti vaksin min tahap hasil negatif tes antigen kode booking tiket tiket sudah dicetak
6156,6156,9/26/2021,positif,fasilitas,ini sudah ada bikin youtubenya keren banget sekarang stasiun tebet tidak nyangka dulu waktu ngantor kokas masih biasa stasiunnya sekarang top banget
6157,6157,9/26/2021,netral,fasilitas,juga dilengkapi colokan stop kontak juga nih sudah disesuaikan di setiap tempat duduknya jadi tidak rebutan ya kalo mau ngecharger goodbye batre lowbat
6158,6158,9/26/2021,netral,fasilitas,oh ya dan sekarang sudah ada layanan wifi on board loh di tiap gerbong keretanya akses wifi gratis nih buat penumpang kadang cemas jaringan internet sering lelet
6159,6159,9/26/2021,netral,experience,aku naik ka argo lawu dengan rute solo jakarta menempuh jarak dengan waktu jam aja sebelumnya jam jadi jam lebih cepat nih kemaren pas nyampai di stasiun gambir menit lebih cepat
6160,6160,9/26/2021,netral,lain,kemaren aku berkesempatan untuk dan menyaksikan langsung loh salah satu peresmiannya di stasiun solo balapan launching percepetan waktu tempuh dan peningkatan layanan kereta api di ka unggulan
6161,6161,9/26/2021,netral,syarat,syarat minimal vaksin dosis 
6162,6162,9/26/2021,netral,syarat,semoga dalam waktu depan tidak pakai rapid test cukup dengan bukti sudah vaksin bisa jalan jalan menggunakan agak ribet harus bolak stasiun hanya untuk rapid harga lebih murah
6163,6163,9/26/2021,positif,pelayanan,ini kabar bahagianya dengan misi faster better service excellent bagi pelanggan setia yuk intip info selengkapnya ini
6164,6164,9/26/2021,netral,jadwalrute,min boleh bagi info cirebon bogor pake kereta apa ya terima kasih
6165,6165,9/26/2021,netral,experience,naik kereta dari stasiun manggarai berasa di di luar negeri masa sih naikeretaapi
6166,6166,9/26/2021,netral,syarat,alhamdulillah sekian purnama akhirnya ada lagi permisi ini syaratnya apa ya mohon percerahan khusus malang surabaya ini penting banget loh buat pekerjaa aku
6167,6167,9/26/2021,netral,experience,sudah lama tidak stasiun tebet kangen
6168,6168,9/26/2021,netral,lain,integrasi hasil analisis untuk menciptakan fasilitas praktis dan ekonomis semoga tak terdengar lagi ada bendungan tak ada irigasi ada bandara tak ada akses
6169,6169,9/26/2021,positif,fasilitas,stasiun manggarai semakin kece dan elegan ini menteri perhubungan budi karya sumadi kementerian perhubungan
6170,6170,9/26/2021,netral,lain,suasana desa berembun
6171,6171,9/26/2021,netral,syarat,syarat perjalanan ka jarak jauh untuk anak anak dibawah apa aja
6172,6172,9/26/2021,netral,jadwalrute,halo admin saya mau purwokerto tadi cek kai access untuk ka baturaden express belum tersedia kapan ya kira tersedianya terima kasih
6173,6173,9/26/2021,netral,lain,tepat waktu
6174,6174,9/26/2021,netral,syarat,halo kak perjalanan dari pekalongan kota semarang pakai surat hasil swab surat vaksin apa cuma surat vaksin mohon
6175,6175,9/26/2021,netral,lain,serius
6176,6176,9/26/2021,netral,syarat,mempermudah perjalanan jadi tidak ribet harga terjangkau cuma sayang kartu vaksin pedulilindungi tidak terdeteksi jadi mesti menunjukan via aplikasi
6177,6177,9/28/2021,netral,lain,dirgahayu pt kai ke semoga dapat memberikan pelayanan lebih baik kepada masyarakat dan menjadi andalan masyarakat aamiin
6178,6178,9/28/2021,netral,syarat,swab antigen di stasiun bekasi bisa tidak ya min
6179,6179,9/28/2021,netral,syarat,min untuk perjalanan tanggal oktober rute yogyakarta jakarta penumpang kurang dari dan belum vaksin apa bisa nuwun ya min
6180,6180,9/28/2021,netral,jadwalrute,menunggu kamandaka sama kaligung sudah capek saya ngebus jam kalau ada kereta hanya menit
6181,6181,9/28/2021,netral,jadwalrute,min kapan jadwal oktober rilis
6182,6182,9/28/2021,netral,lain,halo admin minta tolong cek dm
6183,6183,9/28/2021,netral,aturan,min prosedur terbaru naik kereta jarak jauh apa aja ya
6184,6184,9/28/2021,netral,syarat,halo min penumpang kereta api jayabaya jurusan malang kota baru gubeng wajib test antigen
6185,6185,9/28/2021,netral,lain,selamat ulang pt kereta api indonesia semoga selalu menjadi alat transportasi andalan masyarakat
6186,6186,9/28/2021,netral,lain,credit untuk fotografer
6187,6187,9/28/2021,netral,lain,selama ulang transpostasi andalan wkwk ulang bagi bagi cake aja nih tidak bagi bagi diskon wkwk
6188,6188,9/28/2021,positif,experience,tetap cinta kereta api mau nyaman seperti sekarang atau desek desekan jaman dulu rumahku waktu deket stasiun ka
6189,6189,9/28/2021,netral,syarat,syarat untuk anak balita
6190,6190,9/28/2021,netral,jadwalrute,halo min kereta api kaligung jadi beroperasi per tanggal oktober tidak ya di aplikasi kai access belum muncul jadwal untuk tanggal oktober
6191,6191,9/28/2021,netral,jadwalrute,permisi min jadwal ka oktober sudah keluar
6192,6192,9/28/2021,netral,lain,selamat sore admin minta tolong untuk cek dm ya terima kasih
6193,6193,9/28/2021,netral,jadwalrute,hai min mau tanya untuk kereta maharani dari stasiun kradenan stasiun poncol untuk tanggal oktober kenapa jadwal tidak ditemukan ya
6194,6194,9/28/2021,positif,lain,semarang yuk
6195,6195,9/28/2021,positif,lain,selamat ulang untuk semoga semakin jaya terima kasih menemani perjalanan selama puluhan
6196,6196,9/28/2021,positif,lain,semoga kai terus berinovasi dan memberikan kualitas pelayanan terbaik untuk masyarakat indonesia
6197,6197,9/28/2021,netral,lain,selamat kereta api nasional september melayani lebih cepat dan lebih baik
6198,6198,9/28/2021,netral,syarat,min untuk layanan swab antigen di stasiun probolinggo dari jam berapa sampai jam berapa terus posisinya dimana
6199,6199,9/28/2021,netral,lain,punya gambar ka awal sampai keren kalo drop
6200,6200,9/28/2021,netral,lain,sudah saya dm kak
6201,6201,9/28/2021,netral,lain,railmin aku sering naik kereta tapi tidak dapat sedih hiks
6202,6202,9/28/2021,netral,lain,mohon cek dm saya kembali min
6203,6203,9/28/2021,positif,lain,selamat ulang pt semoga terus membuka jalur kereta seperti halnya membuka kesempatan traveling tanpa pusing
6204,6204,9/28/2021,netral,lain,sudah lur wkkw
6205,6205,9/28/2021,positif,lain,puluhan purnama ambyar tak bisa pergi pandemi harus segera lunas dibayar rindu hati berjumpa kai selamat ulang kai kangen banget ga sih sama kai
6206,6206,9/28/2021,netral,lain,punten min tolong
6207,6207,9/28/2021,netral,lain,selamat ulang kai jaya selalu
6208,6208,9/28/2021,netral,syarat,andai naik kereta tidak di ribetin surat surat kecovidan konyol naik tinggal naik kayak dulu
6209,6209,9/28/2021,netral,syarat,tes antigen di stasiun yogyakarta biasanya dibuka mulai jam berapa kah
6210,6210,9/28/2021,positif,lain,selamat ulang kereta api indonesia
6211,6211,9/28/2021,positif,lain,selamat ulang ke kai terima kasih selalu menjadi teman perjalanan nyaman semoga semua terlibat didalamnya selalu diberi kesehatan dan kelancaran rejeki aamiin btw kangen naik kereta purwokerto
6212,6212,9/28/2021,netral,ticketing,bisa cek langsung di aplikasi kai access kak masuk ka lokal tiket ka bandara yia bisa dibeli pada saat 
6213,6213,9/28/2021,positif,lain,dirgahayu tetap terus berbenah dan semakin maju tak punya saingan
6214,6214,9/28/2021,netral,lain,min mohon balas dm min tanya jadwal kereta
6215,6215,9/28/2021,netral,syarat,hello kai untuk perjalanan kota dalam provinsi semarang pekalongan membutuhkan swab antigen sudah vaksin dosis terima kasih
6216,6216,9/28/2021,positif,lain,selamat ulang kai jadi tidak sabar mau naik kereta lagi
6217,6217,9/28/2021,netral,lain,kasih diskon pp min eh di private tidak keliatan ya
6218,6218,9/28/2021,netral,lain,min please check inbox ya mau tanya pelayanan denpasar
6219,6219,9/28/2021,positif,lain,dewan komisaris direksi dan seluruh karyawan iconomics selamat ulang ke pt kereta api indonesia persero semoga sukses selalu
6220,6220,9/28/2021,positif,lain,great job
6221,6221,9/28/2021,netral,lain,bl gitu ml
6222,6222,9/28/2021,netral,jadwalrute,ka wijayakusuma dari yogyakarta surabaya gubeng untuk perjalanan tanggal september tidak beroperasi kah
6223,6223,9/28/2021,netral,ticketing,mohon info tanggal september dari bandung banjar dengan pasar senenn tiket go show dengan ka malabar bisa stasiun bandung setelah beli tiket via kai access atau sebelum beli tiket bisa
6224,6224,9/28/2021,netral,lain,museum kereta api ambarawa buka tidak ngab
6225,6225,9/28/2021,netral,syarat,halo ka admin baik apa dalam waktu dekat ini tes pcr antigen akan di hilangkan dari syarat naik kereta pengen jalan jalan banget ini huhu
6226,6226,9/28/2021,netral,jadwalrute, oktober malabar bandung malang
6227,6227,9/28/2021,netral,aturan,min anak anak dibawah bisa naik kereta terima kasih
6228,6228,9/28/2021,netral,experience,makjleb banget andai tau naik kereta ekonomi kursi tegak
6229,6229,9/28/2021,netral,aturan,tolong infonya kapan anak usia di bawah bisa naik ka lagi
6230,6230,9/28/2021,positif,lain,selamat kereta api nasional melayani lebih cepat dan lebih baik
6231,6231,9/28/2021,netral,lain,siap
6232,6232,9/28/2021,netral,ticketing,halo kai mau nanya kalau mesan tiket lokal id nomor ktp nya tidak sesuai dengan ktp tapi namanya sesuai bisa memasukkan no error terus
6233,6233,9/28/2021,positif,lain,selamat ulang pt kai semoga makin jaya selalu
6234,6234,9/28/2021,netral,lain,selamat ulang pt kai semoga bisa memberi layanan lebih maksimal bismillah tiket luxury argo bromo anggrek hehehe
6235,6235,9/28/2021,netral,lain,gacoan langsung pake pertama ya mas
6236,6236,9/28/2021,netral,syarat,min kalo mau rapid di stasiun berapa jam sebelum berangkat ya
6237,6237,9/28/2021,positif,lain,mau naik kereta ini juga so cute happy birthday
6238,6238,9/28/2021,positif,lain,selamat ulang ke terima kasih sudah menemani dan mewarnai perjalalanan hidup saya dan keluarga selalu menggunakan layanan dari pt kai sikecil sekarang sangat suka naik kereta soalnya dari masih dalam kandungan sudah sering naik kereta
6239,6239,9/28/2021,netral,syarat,kai group menghadirkan layanan vaksinasi covid gratis bagi pelanggan masyarakat di stasiun kegiatan vaksinasi covid gratis ini dimulai juli hubungi ya untuk lebih vaksinasipelanggankai
6240,6240,9/28/2021,netral,jadwalrute,min info jadwal kereta joglosemarkerto kamandaka apa oktober sudah ada
6241,6241,9/28/2021,positif,lain,selamat kereta api indonesia semoga kereta api indonesia semakin maju dan terus memberikan manfaat besar bagi masyarakat indonesia terima kasih atas jasajasa semua semangat selalu harikai eby ebynews
6242,6242,9/28/2021,netral,lain,terdengar suara keroncong sungai serayu
6243,6243,9/28/2021,netral,lain,woi kenapaa tidak langsung di tabok aja padahal uda notice
6244,6244,9/28/2021,netral,syarat,min mau tanya untuk hasil rapid antigen bukan dari ptkai apa tetap bisa dijadikan persyaratan untuk naik kereta
6245,6245,9/28/2021,netral,syarat,coba kursinya dibikin nyaman seperti bus bus pasti mantap
6246,6246,9/28/2021,netral,lain,belum ada tindakan perbaikan juga ini mau sampai kapan dibiarkan
6247,6247,9/28/2021,netral,lain,selamat ulang ke pt kereta api indonesia persero semoga terus sukses menjadi solusi ekosistem transportasi terbaik untuk indonesia digitalbisa untukindonesialebihbaik
6248,6248,9/28/2021,netral,lain,cek dm min
6249,6249,9/28/2021,netral,lain,selamat ulang
6250,6250,9/28/2021,netral,lain,min boleh balas dm terima kasih
6251,6251,9/28/2021,netral,lain,cc
6252,6252,9/28/2021,netral,fasilitas,pas ulang tidak pengen meresmikan stasiun garut min sayang lho udah lama jadi belum dioperasikan
6253,6253,9/28/2021,positif,lain,pergi jakarta di akhir pekan perginya naik ka argo parahyangan terima kasih ucapkan kereta api selalu menjadi andalan hayo ikutan juga
6254,6254,9/28/2021,positif,lain,selamat ulang ke semoga makin jaya menghubungkan kotakota di nusantara berperan dalam meningkatkan pariwisata nasional
6255,6255,9/28/2021,netral,lain,cek dm ya min
6256,6256,9/28/2021,netral,lain,selamat ulang
6257,6257,9/28/2021,netral,lain,di amerika tidak ada tuh kereta cepat ala sinkazen selamat ulang
6258,6258,9/28/2021,netral,ticketing,min tiket kereta untuk go show tersedia
6259,6259,9/28/2021,netral,lain,dirgahayu pt kereta api indonesia persero semoga semakin maju menjadi sarana tranportasi masyarakat kai melayani lebih cepat dan lebih baik
6260,6260,9/28/2021,positif,lain,selamat ulang terima kasih udah kasih aku kesempatan naik kereta gratis hampir setiap selama 
6261,6261,9/28/2021,netral,lain,dirgahayu ular baja urat nadi pembangunan negeri
6262,6262,9/28/2021,netral,syarat,selamat siang maaf min untuk kereta lokal kedung sepur apa harus menggunakan kartu vaksin terima kasih
6263,6263,9/28/2021,netral,syarat,syarat naik kereta bandara dari yia stasiun yogyakarta apa ya masih butuh strp atau tidak terima kasih
6264,6264,9/28/2021,netral,syarat,halo kai saya dari malang mau jember rencana dari malang naik kereta lokal bangil dari bangil jember naik kereta kota apa saja syaratnya
6265,6265,9/28/2021,positif,lain,dirgahayu pt kereta api indonesia semoga semakin baik dan semakin maju lagi depannya
6266,6266,9/28/2021,netral,syarat,min saat ini naik kereta jarak jauh masih harus pake antigen
6267,6267,9/28/2021,netral,lain,siang ya gapapa min jakarta yogyakarta oktober sampai november
6268,6268,9/28/2021,netral,lain,bukan kayaknya lagi emang skrng lagi ada proyek double track perpanjangan elektrifikasi commuter line darii bogor sukabumi
6269,6269,9/28/2021,netral,syarat,halo min untuk rute dibawah apa saja syarat diperlukan
6270,6270,9/28/2021,netral,lain,ijin save gambarnya ya mas
6271,6271,9/28/2021,positif,lain,selamat ulang transportasi favorit saya balita semoga semakin dicintai masyarakat menjadi transportasi lebih cepat modern dan menjangkau seluruh lapisan masyarakat maju terus dan berjaya keretaapikita
6272,6272,9/28/2021,netral,lain,udah
6273,6273,9/28/2021,netral,jadwalrute,happy birthday tidak ada niatan untuk kembali mengoperasikan ka kaligung dan kamandaka
6274,6274,9/27/2021,netral,lain,sekitaran di tanggal desember sampai januari min
6275,6275,9/27/2021,netral,ticketing,bagaimana rubah jadwal maju 
6276,6276,9/27/2021,netral,lain,moal dibales soalnya akun digembok hadeuh
